Symbol,Date,Open,High,Low,Close,Volume
,,AAPL,AAPL,AAPL,AAPL,AAPL
AAPL,2024-01-02,185.78943757371047,187.07006792285642,182.55314280656535,184.29042053222656,82488700
AAPL,2024-01-03,182.88072651321147,184.5286619910614,182.09646131024977,182.91050720214844,58414500
AAPL,2024-01-04,180.82580048582,181.7589693006513,179.56504403399205,180.58755493164062,71983600
AAPL,2024-01-05,180.66696287937032,181.43135417752765,178.86018676112266,179.8628387451172,62303300
AAPL,2024-01-08,180.76622380895435,184.2507162227342,180.18051667398524,184.21099853515625,59144500
AAPL,2024-01-09,182.58292017691045,183.80397397190293,181.40156892129536,183.79405212402344,42841800
AAPL,2024-01-10,183.00980597306068,185.0448906262594,182.58292413922769,184.83642578125,46792900
AAPL,2024-01-11,185.18385896123664,185.6901609871056,182.2850890001184,184.2407684326172,49128400
AAPL,2024-01-12,184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40444700
AAPL,2024-01-16,180.83571426310817,182.92043833380222,179.61464536328148,182.29502868652344,65603000
AAPL,2024-01-17,179.95220591318565,181.60012651740652,178.98925641635856,181.35194396972656,47317400
AAPL,2024-01-18,184.73713933247967,187.76496914507203,184.47903496158258,187.25868225097656,78005800
AAPL,2024-01-19,187.9535897974558,190.55453778649462,187.4473029046773,190.16737365722656,68741000
AAPL,2024-01-22,190.9020161446229,193.90998737033232,190.86229845472488,192.48045349121094,60133900
AAPL,2024-01-23,193.602222064805,194.3269107729025,192.42087086045922,193.76104736328125,42355600
AAPL,2024-01-24,193.9993237123997,194.95235131957728,192.9271733347724,193.0860137939453,53631300
AAPL,2024-01-25,193.80077725921535,194.84314692565724,191.70611607825748,192.75840759277344,54822100
AAPL,2024-01-26,192.85769025735726,193.34411833566054,190.54462719280716,191.02113342285156,44594000
AAPL,2024-01-29,190.614099077556,190.80272021826386,188.20177223046258,190.3361358642578,47145600
AAPL,2024-01-30,189.55190020112778,190.40564874926815,186.10712531543376,186.6729736328125,55859400
AAPL,2024-01-31,185.68022448739953,185.73980101543498,183.00979333970113,183.05941772460938,55467800
AAPL,2024-02-01,182.6524106894615,185.5908832083414,182.48364839562151,185.5015411376953,64885400
AAPL,2024-02-02,178.55245718138087,185.96815310364414,177.9468911439584,184.49891662597656,102518000
AAPL,2024-02-05,186.78218194218513,187.8741912264236,184.48897759314517,186.3155975341797,69668800
AAPL,2024-02-06,185.50153391186836,187.93371945448763,185.4121918447024,187.92379760742188,43490800
AAPL,2024-02-07,189.2540584961332,189.66108145721643,187.23881768122482,188.0330047607422,53439000
AAPL,2024-02-08,188.0131563419714,188.16205980044833,185.98799356738817,186.95094299316406,40962000
AAPL,2024-02-09,187.5174970927484,188.8494643803939,186.8714052160575,187.71630859375,45155200
AAPL,2024-02-12,187.28888476363343,187.537383976275,185.66866504371018,186.02650451660156,41781900
AAPL,2024-02-13,184.6548126341336,185.09217370700773,182.4083698811328,183.92918395996094,56529500
AAPL,2024-02-14,184.20749952407863,184.41623036442274,181.34478380471282,183.0445098876953,54630500
AAPL,2024-02-15,182.4481195157763,183.3824789542038,180.26132954316023,182.75625610351562,65434500
AAPL,2024-02-16,182.31891336045317,183.7403368438813,180.57941874936438,181.215576171875,49701400
AAPL,2024-02-20,180.69867728023533,181.33483464555084,178.91942962585208,180.47006225585938,53665600
AAPL,2024-02-21,180.8478012209779,181.79209525720324,179.57548638259638,181.22552490234375,41529700
AAPL,2024-02-22,182.3785574262725,183.8496838430312,181.36469145049406,183.26321411132812,52292200
AAPL,2024-02-23,183.89934348562096,183.9291621764045,181.1360335803032,181.42430114746094,45119700
AAPL,2024-02-26,181.1459977034405,181.66286516303873,179.56553112991756,180.07247924804688,40867400
AAPL,2024-02-27,180.01283169575817,182.81589486499632,178.48206808634893,181.5336456298828,54318900
AAPL,2024-02-28,181.4143549983027,182.02069366799873,179.04865286943277,180.33090209960938,48953900
AAPL,2024-02-29,180.18181486443112,181.47401381447335,178.45225486971108,179.66493225097656,136682600
AAPL,2024-03-01,178.47214167082092,179.44625436004063,176.31517027538303,178.58148193359375,73488000
AAPL,2024-03-04,175.09254322615726,175.838040881393,172.74670999766127,174.04885864257812,81510100
AAPL,2024-03-05,169.73488168648007,171.00719632897145,168.6017259840366,169.09872436523438,95132400
AAPL,2024-03-06,170.03310800783655,170.2120353375331,167.6673905223103,168.10475158691406,68587700
